date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:30:11	301894/301894	------	200	untouched ('')	text/javascript	etag:%220a7a29fb445f39b7fd71bb20d8e2b096%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/entry-modules.1a13cd41fc7f8896.2023.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/entry-modules.1a13cd41fc7f8896.2023.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	420609/420609	------	200	untouched ('')	text/javascript	etag:%220f4c6664ebb753154a350c74c2bfcc2f%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/bundle.a2287814a3b6e04c.2023.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/bundle.a2287814a3b6e04c.2023.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	100071/100071	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Nov%202025%2019:27:33%20GMT	https://shopee.com.br/	C:/Users/Omar/Downloads/Shopee/shopee.com.br/index.html	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	100071/100071	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Nov%202025%2019:27:33%20GMT	https://shopee.com.br/GET	C:/Users/Omar/Downloads/Shopee/shopee.com.br/GET.html	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	7352/7352	------	200	untouched ('')	text/javascript	etag:%22f0491e9988afaea98c9e75a3904e2cca%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/polyfill.d86e5ceef3caefa1.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/polyfill.d86e5ceef3caefa1.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	8922/8922	------	200	untouched ('')	text/javascript	etag:%22cccecebc226457fa276064e1eb5b7fea%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/polyfill.7b130ff53107c239.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/polyfill.7b130ff53107c239.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	3472/3472	------	200	untouched ('')	text/javascript	etag:%2246e70e51daaf511b37e07797042938dc%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/polyfill.6d66a9f4abfc0453.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/polyfill.6d66a9f4abfc0453.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	22269/22269	------	200	untouched ('')	text/javascript	etag:%2274471996f5ed8f009889b8eaf15f6d8f%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/polyfill.e91a033830f038f9.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/polyfill.e91a033830f038f9.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	2032/2032	------	200	untouched ('')	application/json	etag:%225e1c7ad6643d9d962bdab8bda56785df%22	https://shopee.com.br/mobilemall-assets/assets/manifest.d08c13e4fd1bf1b5ddc5b7933dc779fa.json	C:/Users/Omar/Downloads/Shopee/shopee.com.br/mobilemall-assets/assets/manifest.d08c13e4fd1bf1b5ddc5b7933dc779fa.json	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	3568/3568	------	200	untouched ('')	image/png	etag:%229c9cd4366011639d86dcf03856866b39%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/ios_icon_120x120.9c9cd4366011639d86dcf03856866b39.png	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/ios_icon_120x120.9c9cd4366011639d86dcf03856866b39.png	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	7133/7133	------	200	untouched ('')	image/png	etag:%22350d4cdc7ba40b87541691005bda74c5%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/ios_icon_180x180.350d4cdc7ba40b87541691005bda74c5.png	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/ios_icon_180x180.350d4cdc7ba40b87541691005bda74c5.png	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
